case_id,status,district,age_band,language_preference,tenure,household_size,opened_date,closure_month,monthly_award,opened_year,opened_month,case_age_months,contact_attempts,months_since_review,payment_adjustments,total_payments,total_amount_paid,avg_payment_amount,min_payment_amount,max_payment_amount,std_payment_amount,distinct_payment_months,max_payments_in_single_month,multi_payment_months_count,has_same_month_multi_payments,post_closure_payment_count,is_post_closure_paid,total_post_closure_amount,total_excess_amount,avg_payment_to_award_ratio,max_payment_to_award_ratio,num_adjusted_payments,adjustment_rate
C-31721,Active,Ash Hill,45-59,English,Private tenancy,1,2022-08-02,,624.84,2022,8,40,0,0,2,6,3758.6,626.4333333333333,592.55,649.33,24.291378443115732,6,1,0,0,0,0,0.0,65.8499999999998,1.0025499861297824,1.0391940336726202,0,0.0
C-31722,Active,Calder Central,60-74,English,Private tenancy,1,2025-02-19,,469.93,2025,2,10,3,10,1,6,2772.49,462.08166666666665,444.63,492.95,18.74582131213958,6,1,0,0,0,0,0.0,26.409999999999968,0.9832989310464679,1.048986019194348,0,0.0
C-31723,Active,Ash Hill,75+,English,No fixed abode,3,2024-12-30,,1001.31,2024,12,12,1,23,0,6,6063.59,1010.5983333333334,955.5,1049.7,35.9088331287257,6,1,0,0,0,0,0.0,120.60000000000025,1.0092761815355218,1.0483266920334362,0,0.0
C-31724,Active,Calder Central,18-29,English,Private tenancy,4,2024-06-11,,890.45,2024,6,18,5,18,1,6,5263.78,877.2966666666666,838.73,904.72,23.550111393933275,6,1,0,0,0,0,0.0,16.12999999999988,0.9852284425477754,1.016025605031164,3,0.5
C-31725,Active,Northgate,45-59,English,No fixed abode,4,2023-10-18,,809.59,2023,10,26,0,1,1,6,4873.63,812.2716666666666,778.77,842.72,25.636577319655345,6,1,0,0,0,0,0.0,75.12999999999988,1.0033123762233558,1.0409219481465928,0,0.0
C-31726,Active,Weybridge,75+,English,Resident with family,1,2021-07-14,,508.12,2021,7,53,2,3,0,6,3067.05,511.175,487.41,531.82,17.974912239006883,6,1,0,0,0,0,0.0,55.42999999999995,1.0060123592852082,1.0466425253877039,0,0.0
C-31727,Active,Calder Central,75+,English,Resident with family,2,2022-01-23,,809.43,2022,1,47,1,21,0,6,4846.14,807.69,770.9,839.39,25.44035534343031,6,1,0,0,0,0,0.0,52.30000000000018,0.9978503391275343,1.0370137009994689,0,0.0
C-31728,Active,Calder Central,45-59,English,Social tenancy,1,2024-09-04,,689.26,2024,9,15,0,22,0,6,3909.0,651.5,538.89,709.1,61.19042964385857,6,1,0,0,0,0,0.0,33.84000000000003,0.9452166091170241,1.028784493514784,0,0.0
C-31729,Active,Ash Hill,45-59,Spanish,No fixed abode,1,2023-03-30,,699.88,2023,3,33,3,17,2,6,3766.69,627.7816666666666,502.52,732.72,113.24496340529527,6,1,0,0,0,0,0.0,91.72000000000003,0.8969847211902993,1.0469223295422072,2,0.3333333333333333
C-31730,Active,Calder Central,60-74,English,Owner-occupier,2,2024-02-19,,855.97,2024,2,22,0,6,0,6,5172.49,862.0816666666666,816.74,903.19,36.214047780753056,6,1,0,0,0,0,0.0,108.42999999999995,1.0071400477431063,1.0551654847716625,0,0.0
C-31731,Active,Calder Central,18-29,English,No fixed abode,4,2024-08-02,,889.14,2024,8,16,3,7,2,6,5102.63,850.4383333333334,647.26,940.88,104.51718660902938,6,1,0,0,0,0,0.0,66.5,0.9564729213997046,1.0581910610252603,3,0.5
C-31732,Active,Weybridge,30-44,Other,No fixed abode,5,2025-05-22,,1490.81,2025,5,7,4,21,2,6,8881.54,1480.256666666667,1406.74,1548.61,62.30856688021859,6,1,0,0,0,0,0.0,129.98000000000025,0.9929210742258684,1.038770869527304,2,0.3333333333333333
C-31733,Active,Calder Central,30-44,English,Resident with family,4,2024-09-05,,1337.27,2024,9,15,0,21,0,6,8187.92,1364.6533333333334,1273.7,1406.82,51.93056697809745,6,1,0,0,0,0,0.0,232.86000000000013,1.0204770415348683,1.0520089435940385,0,0.0
C-31734,Suspended,Northgate,30-44,English,Owner-occupier,1,2024-11-09,,526.66,2024,11,13,1,4,1,6,3160.2000000000003,526.7,503.18,554.96,19.634594979270673,6,1,0,0,0,0,0.0,49.11000000000024,1.0000759503284853,1.0537348574032583,2,0.3333333333333333
C-31735,Active,Northgate,60-74,English,Resident with family,2,2021-11-21,,679.17,2021,11,49,0,0,1,6,4069.4700000000003,678.245,642.97,704.7,21.998167878257508,6,1,0,0,0,0,0.0,43.81000000000017,0.9986380434942651,1.0375899995582845,3,0.5
C-31736,Active,Weybridge,60-74,English,No fixed abode,3,2023-03-01,,957.6,2023,3,33,2,0,0,6,5613.97,935.6616666666667,803.67,999.49,71.90312633444161,6,1,0,0,0,0,0.0,82.71999999999991,0.9770902951824004,1.0437447786131997,0,0.0
C-31737,Active,Calder Central,18-29,Spanish,Social tenancy,1,2023-10-05,,541.36,2023,10,26,6,7,0,6,3232.23,538.705,525.52,563.91,13.885011703272,6,1,0,0,0,0,0.0,22.549999999999955,0.9950956849416285,1.0416543520023642,0,0.0
C-31738,Active,Weybridge,45-59,English,Owner-occupier,2,2023-04-20,,803.49,2023,4,32,4,11,3,6,4793.82,798.9699999999999,768.17,842.11,30.384936399472693,6,1,0,0,0,0,0.0,62.75999999999999,0.9943745410646057,1.0480653150630375,2,0.3333333333333333
C-31739,Active,Weybridge,45-59,Other,Resident with family,1,2021-07-09,,678.69,2021,7,53,4,18,2,6,3770.22,628.37,463.88,673.65,81.92217209034436,6,1,0,0,0,0,0.0,0.0,0.9258571660109917,0.9925739291871104,3,0.5
C-31740,Active,Northgate,60-74,English,Resident with family,1,2021-10-07,,567.14,2021,10,50,0,13,1,6,3427.18,571.1966666666666,556.06,594.58,14.389410921461174,6,1,0,0,0,0,0.0,44.950000000000045,1.0071528487968873,1.048383115280178,1,0.16666666666666666
C-31741,Active,Weybridge,18-29,English,Resident with family,3,2022-02-13,,781.49,2022,2,46,3,12,0,6,4688.9400000000005,781.4900000000001,781.49,781.49,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,0,0.0
C-31742,Active,Calder Central,60-74,English,Resident with family,3,2022-07-27,,903.04,2022,7,41,2,9,2,6,5349.29,891.5483333333333,852.28,937.59,36.02398668480029,6,1,0,0,0,0,0.0,60.770000000000095,0.9872744655090951,1.0382596562721476,1,0.16666666666666666
C-31743,Active,Calder Central,45-59,English,Owner-occupier,2,2024-01-10,,599.86,2024,1,23,0,9,2,6,3554.79,592.465,570.14,609.45,14.954089407249064,6,1,0,0,0,0,0.0,15.409999999999968,0.9876721234954823,1.0159870636481847,0,0.0
C-31744,Active,Calder Central,18-29,English,Owner-occupier,2,2024-04-07,,674.79,2024,4,20,1,18,1,6,4046.45,674.4083333333333,654.26,714.9,27.22757089177561,6,1,0,0,0,0,0.0,68.44000000000005,0.9994343919342809,1.0594407148890765,2,0.3333333333333333
C-31745,Active,Ash Hill,30-44,English,Social tenancy,1,2024-06-21,,502.41,2024,6,18,1,10,2,6,2981.6499999999996,496.9416666666666,480.33,525.18,18.741006821050625,6,1,0,0,0,0,0.0,36.399999999999864,0.9891157952004669,1.045321550128381,3,0.5
C-31746,Active,Calder Central,60-74,English,Resident with family,4,2021-05-30,,1161.78,2021,5,55,2,20,2,6,6877.15,1146.1916666666666,1103.54,1188.52,30.008508404562036,6,1,0,0,0,0,0.0,27.720000000000027,0.9865823707299719,1.0230164058599736,1,0.16666666666666666
C-31747,Closed,Calder Central,18-29,English,Owner-occupier,1,2022-11-03,2025-11,708.33,2022,11,37,0,13,0,5,3429.01,685.802,668.92,701.34,11.918192816027132,5,1,0,0,0,0,0.0,0.0,0.9681956150381884,0.9901317182669095,0,0.0
C-31748,Active,Calder Central,45-59,English,Resident with family,2,2022-12-16,,895.37,2022,12,36,0,21,2,6,5326.05,887.6750000000001,851.11,922.8,25.794968307792097,6,1,0,0,0,0,0.0,36.62999999999988,0.991405787551515,1.030635379787127,3,0.5
C-31749,Active,Northgate,45-59,Spanish,No fixed abode,5,2021-01-21,,1477.15,2021,1,59,5,14,0,6,8776.43,1462.7383333333335,1390.82,1565.2,79.50547714885224,6,1,0,0,0,0,0.0,160.67999999999984,0.9902435997246951,1.0596080289747147,0,0.0
C-31750,Active,Weybridge,45-59,English,No fixed abode,3,2025-02-10,,930.18,2025,2,10,2,8,0,6,5528.63,921.4383333333334,890.29,955.96,22.08826875666508,6,1,0,0,0,0,0.0,30.050000000000182,0.990602177356354,1.0277150659012235,0,0.0
C-31751,Active,Calder Central,75+,English,Social tenancy,6,2023-05-11,,1476.64,2023,5,31,2,11,0,6,8795.24,1465.8733333333332,1329.33,1546.95,79.85817895911902,6,1,0,0,0,0,0.0,135.91999999999985,0.9927086719398995,1.0476148553472748,0,0.0
C-31752,Active,Weybridge,45-59,English,No fixed abode,3,2024-05-13,,1165.09,2024,5,19,0,1,1,6,6790.52,1131.7533333333333,816.76,1231.74,157.74235977272136,6,1,0,0,0,0,0.0,168.5700000000004,0.9713870459220605,1.0572058810907312,2,0.3333333333333333
C-31753,Active,Northgate,75+,English,No fixed abode,4,2023-03-13,,1196.89,2023,3,33,2,16,0,6,7204.13,1200.6883333333333,1128.58,1263.39,59.41511505220427,6,1,0,0,0,0,0.0,158.30999999999972,1.0031735024382635,1.0555606613807451,0,0.0
C-31754,Active,Weybridge,45-59,English,Social tenancy,3,2024-10-09,,864.97,2024,10,14,2,8,1,6,5062.88,843.8133333333334,738.77,902.54,60.607959433284556,6,1,0,0,0,0,0.0,71.32999999999993,0.9755405775152125,1.0434350324288704,1,0.16666666666666666
C-31755,Active,Weybridge,30-44,English,Private tenancy,2,2023-01-23,,989.69,2023,1,35,4,14,0,6,5632.74,938.79,790.36,1027.2,80.69785523791823,6,1,0,0,0,0,0.0,37.50999999999999,0.9485697541654456,1.037900756802635,0,0.0
C-31756,Suspended,Weybridge,60-74,English,Resident with family,2,2024-12-01,,969.29,2024,12,12,3,0,0,6,5761.17,960.195,913.82,1015.25,41.57450985880648,6,1,0,0,0,0,0.0,75.7700000000001,0.9906168432564043,1.0474161499654386,0,0.0
C-31757,Active,Northgate,45-59,English,No fixed abode,1,2022-02-01,,589.06,2022,2,46,1,9,1,6,3443.86,573.9766666666667,462.98,616.4,58.70466716255758,6,1,0,0,0,0,0.0,69.87000000000012,0.9743942326192013,1.0464129290734392,1,0.16666666666666666
C-31758,Active,Weybridge,30-44,English,Social tenancy,2,2025-06-30,,794.5,2025,6,6,3,10,0,6,4448.22,741.37,634.96,841.36,78.20301426415739,6,1,0,0,0,0,0.0,48.139999999999986,0.9331277533039648,1.058980490874764,0,0.0
C-31759,Active,Ash Hill,45-59,English,No fixed abode,1,2022-12-16,,699.92,2022,12,36,0,9,0,6,4347.17,724.5283333333333,681.18,741.61,22.96134614230332,6,1,0,0,0,0,0.0,166.3900000000002,1.0351587800510533,1.0595639501657332,0,0.0
C-31760,Active,Calder Central,60-74,English,Owner-occupier,1,2023-09-25,,558.37,2023,9,27,0,14,0,6,3227.1600000000003,537.86,468.7,590.84,50.47790051101572,6,1,0,0,0,0,0.0,64.08000000000004,0.9632680838870283,1.0581514049823595,0,0.0
C-31761,Suspended,Calder Central,60-74,English,Private tenancy,1,2021-09-17,,388.92,2021,9,51,1,8,0,6,2335.14,389.19,379.35,397.26,7.5306546860150085,6,1,0,0,0,0,0.0,19.339999999999975,1.0006942301758717,1.021443998765813,0,0.0
C-31762,Suspended,Weybridge,60-74,English,Owner-occupier,1,2024-02-13,,470.3,2024,2,22,2,5,0,6,2760.01,460.0016666666667,444.76,476.85,12.640682602876591,6,1,0,0,0,0,0.0,9.29000000000002,0.978102629527252,1.0139272804592814,0,0.0
C-31763,Active,Northgate,18-29,English,Social tenancy,3,2024-04-11,,980.13,2024,4,20,2,2,1,6,5499.5,916.5833333333334,760.75,1009.72,101.85930721670292,6,1,0,0,0,0,0.0,33.00999999999999,0.9351650631378831,1.0301898727719792,2,0.3333333333333333
C-31764,Active,Northgate,75+,Spanish,No fixed abode,3,2025-06-19,,748.8,2025,6,6,5,17,5,6,4542.16,757.0266666666666,741.53,781.41,17.56847024264397,6,1,0,0,0,0,0.0,69.56000000000006,1.0109864672364672,1.0435496794871795,3,0.5
C-31765,Active,Ash Hill,75+,English,No fixed abode,3,2021-11-10,,1057.49,2021,11,49,1,23,1,6,6564.92,1094.1533333333334,1055.28,1113.85,21.568654725472953,6,1,0,0,0,0,0.0,222.19000000000005,1.0346701466050112,1.053296012255435,1,0.16666666666666666
C-31766,Active,Calder Central,45-59,English,Resident with family,1,2023-01-09,,550.51,2023,1,35,2,15,1,6,3257.44,542.9066666666666,531.6,567.11,13.001534781196657,6,1,0,0,0,0,0.0,16.600000000000023,0.9861885645431813,1.030153857332292,2,0.3333333333333333
C-31767,Active,Calder Central,45-59,English,Resident with family,1,2024-06-14,,612.07,2024,6,18,3,10,1,6,3686.34,614.39,592.12,632.47,15.809094850749698,6,1,0,0,0,0,0.0,43.26999999999987,1.0037904161288742,1.0333295211332036,1,0.16666666666666666
C-31768,Active,Calder Central,30-44,English,Owner-occupier,4,2025-01-15,,751.39,2025,1,11,0,11,1,6,4435.78,739.2966666666666,606.55,788.95,69.60655534263043,6,1,0,0,0,0,0.0,103.2600000000001,0.9839053842434243,1.0499873567654614,2,0.3333333333333333
C-31769,Active,Weybridge,45-59,English,Private tenancy,3,2023-04-26,,1238.73,2023,4,32,2,8,1,6,7041.870000000001,1173.6450000000002,929.82,1270.19,123.10355197962394,6,1,0,0,0,0,0.0,31.460000000000036,0.94745828388753,1.025396979164144,2,0.3333333333333333
C-31770,Active,Northgate,45-59,Spanish,Owner-occupier,2,2025-01-29,,523.32,2025,1,11,4,7,2,6,2845.38,474.23,366.1,550.16,81.91472199794129,6,1,0,0,0,0,0.0,47.6099999999999,0.9061950622945806,1.051287930902698,1,0.16666666666666666
C-31771,Active,Calder Central,45-59,English,Private tenancy,6,2025-03-06,,1569.47,2025,3,9,3,3,3,6,9314.76,1552.46,1482.57,1616.24,57.887296706617796,6,1,0,0,0,0,0.0,102.1400000000001,0.9891619463895456,1.0297998687455001,1,0.16666666666666666
C-31772,Closed,Ash Hill,30-44,English,Owner-occupier,1,2025-05-20,2025-09,487.91,2025,5,7,3,20,1,3,1497.33,499.10999999999996,489.98,514.33,13.268259117156273,3,1,0,0,0,0,0.0,33.599999999999966,1.0229550531860383,1.0541493308192085,1,0.3333333333333333
C-31773,Active,Weybridge,45-59,English,Resident with family,3,2022-06-11,,634.74,2022,6,42,0,15,1,6,3668.19,611.365,528.24,670.36,47.580776685548145,6,1,0,0,0,0,0.0,41.51999999999998,0.9631738979739736,1.0561174654189116,1,0.16666666666666666
C-31774,Active,Northgate,60-74,English,Resident with family,2,2021-04-09,,674.38,2021,4,56,1,0,0,6,4004.56,667.4266666666666,639.37,695.65,19.35850269692021,6,1,0,0,0,0,0.0,22.970000000000027,0.9896892948584872,1.0315400812598239,0,0.0
C-31775,Active,Weybridge,60-74,English,Private tenancy,1,2024-02-08,,569.78,2024,2,22,3,4,1,6,3205.4300000000003,534.2383333333333,436.98,587.99,60.3592728308308,6,1,0,0,0,0,0.0,32.250000000000114,0.9376221231586461,1.0319597037453052,1,0.16666666666666666
C-31776,Active,Calder Central,18-29,English,Owner-occupier,3,2025-02-11,,962.38,2025,2,10,2,14,1,6,5624.0,937.3333333333334,762.74,1010.47,88.62288748775151,6,1,0,0,0,0,0.0,72.79000000000008,0.9739742444079608,1.0499698663729504,3,0.5
C-31777,Active,Calder Central,45-59,English,Private tenancy,1,2024-06-06,,670.13,2024,6,18,3,14,0,6,4062.56,677.0933333333334,655.09,706.8,17.206656463899836,6,1,0,0,0,0,0.0,58.76999999999998,1.0103910186580711,1.0547207258293165,0,0.0
C-31778,Active,Northgate,60-74,Spanish,Social tenancy,2,2025-08-18,,805.9,2025,8,4,6,11,1,6,4812.98,802.1633333333333,758.86,854.17,36.43287288516605,6,1,0,0,0,0,0.0,79.82000000000005,0.9953633618728545,1.0598957687057948,1,0.16666666666666666
C-31779,Active,Weybridge,18-29,Spanish,Private tenancy,3,2024-03-16,,801.39,2024,3,21,4,22,2,6,4900.2300000000005,816.705,778.87,840.47,20.775266785290647,6,1,0,0,0,0,0.0,114.4100000000002,1.01911054542732,1.0487652703427794,1,0.16666666666666666
C-31780,Active,Northgate,30-44,Other,No fixed abode,4,2021-10-18,,1414.64,2021,10,50,6,8,1,6,8517.34,1419.5566666666666,1346.02,1489.82,69.40380671596245,6,1,0,0,0,0,0.0,202.91999999999962,1.0034755603310146,1.0531442628513261,1,0.16666666666666666
C-31781,Active,Calder Central,60-74,English,Resident with family,1,2021-07-08,,721.37,2021,7,53,1,7,2,6,4219.41,703.235,551.46,763.32,77.67299472789756,6,1,0,0,0,0,0.0,83.92000000000007,0.9748603351955308,1.0581532362033355,2,0.3333333333333333
C-31782,Active,Weybridge,75+,English,Social tenancy,1,2025-03-23,,637.23,2025,3,9,4,5,1,6,3864.21,644.035,604.82,669.95,26.5637051256032,6,1,0,0,0,0,0.0,89.64999999999998,1.0106790326883541,1.0513472372612715,1,0.16666666666666666
C-31783,Suspended,Northgate,18-29,Other,Resident with family,1,2022-12-15,,392.48,2022,12,36,4,21,1,6,2301.85,383.64166666666665,291.23,414.1,47.071509606838255,6,1,0,0,0,0,0.0,62.64999999999992,0.9774808058160076,1.0550856094578067,1,0.16666666666666666
C-31784,Active,Calder Central,30-44,English,No fixed abode,4,2025-02-17,,725.03,2025,2,10,0,16,0,6,4210.95,701.8249999999999,602.04,756.29,55.91655953293263,6,1,0,0,0,0,0.0,59.35000000000002,0.9679944278167801,1.0431154572914225,0,0.0
C-31785,Active,Northgate,30-44,English,Owner-occupier,3,2022-12-31,,937.18,2022,12,36,3,8,0,6,5404.72,900.7866666666667,737.38,974.46,88.8364690128253,6,1,0,0,0,0,0.0,82.1600000000002,0.9611671895117979,1.0397789112016902,0,0.0
C-31786,Closed,Calder Central,18-29,English,No fixed abode,2,2022-09-19,2025-07,593.68,2022,9,39,2,7,2,1,595.54,595.54,595.54,595.54,0.0,1,1,0,0,0,0,0.0,1.8600000000000136,1.003133000943269,1.003133000943269,0,0.0
C-31787,Active,Calder Central,60-74,Spanish,No fixed abode,3,2023-08-20,,691.88,2023,8,28,3,6,1,6,3932.13,655.355,561.54,713.29,51.01567749231601,6,1,0,0,0,0,0.0,21.409999999999968,0.9472090535931086,1.0309446724865583,3,0.5
C-31788,Active,Northgate,30-44,Other,Resident with family,2,2022-03-12,,679.22,2022,3,45,5,13,2,6,4032.3599999999997,672.06,640.05,697.67,23.251785307799558,6,1,0,0,0,0,0.0,32.03999999999985,0.9894584965107033,1.0271635110862458,1,0.16666666666666666
C-31789,Suspended,Calder Central,18-29,English,No fixed abode,3,2022-01-29,,1220.24,2022,1,47,1,8,2,6,7163.42,1193.9033333333334,1008.99,1283.21,102.85190803610146,6,1,0,0,0,0,0.0,148.2700000000002,0.9784168141786317,1.0516046023733037,1,0.16666666666666666
C-31790,Active,Northgate,30-44,Spanish,Private tenancy,4,2024-11-02,,1420.75,2024,11,13,4,9,2,6,8187.42,1364.57,1136.5,1451.11,116.26794433548741,6,1,0,0,0,0,0.0,31.929999999999836,0.9604575048389935,1.0213689952489882,4,0.6666666666666666
C-31791,Active,Northgate,18-29,Spanish,Resident with family,2,2024-11-18,,796.83,2024,11,13,9,14,3,7,5521.34,788.7628571428571,754.44,837.14,32.27755552200613,6,2,1,1,0,0,0.0,73.00999999999988,0.989875954899862,1.050587954770779,4,0.5714285714285714
C-31792,Active,Calder Central,60-74,Other,Resident with family,5,2023-05-23,,1580.16,2023,5,31,6,9,2,6,8833.22,1472.2033333333331,1122.05,1633.8,180.65514879644778,6,1,0,0,0,0,0.0,57.0799999999997,0.9316799142702848,1.033945929526124,1,0.16666666666666666
C-31793,Active,Northgate,30-44,English,Resident with family,1,2022-04-09,,645.42,2022,4,44,3,2,0,6,3783.04,630.5066666666667,522.52,671.56,54.08512537349495,6,1,0,0,0,0,0.0,42.23000000000002,0.9768935990001343,1.0405007591955626,0,0.0
C-31794,Active,Northgate,60-74,English,No fixed abode,2,2024-01-14,,529.79,2024,1,23,1,5,0,6,2966.44,494.4066666666667,372.46,534.39,61.69641275363314,6,1,0,0,0,0,0.0,4.790000000000077,0.9332125307511783,1.0086826855924045,0,0.0
C-31795,Active,Northgate,30-44,English,No fixed abode,1,2023-11-06,,752.86,2023,11,25,0,2,1,6,4429.11,738.185,717.35,770.62,21.44392757868766,6,1,0,0,0,0,0.0,17.75999999999999,0.9805076641075366,1.0235900433015435,2,0.3333333333333333
C-31796,Active,Weybridge,60-74,Spanish,Owner-occupier,2,2024-02-17,,608.21,2024,2,22,3,1,2,6,3415.1099999999997,569.185,474.93,642.55,70.35268516552864,6,1,0,0,0,0,0.0,65.39999999999986,0.9358363065388599,1.0564607619078936,3,0.5
C-31797,Active,Calder Central,30-44,English,Social tenancy,4,2024-05-29,,1363.64,2024,5,19,2,10,0,6,7975.33,1329.2216666666666,963.05,1440.04,183.72008920275076,6,1,0,0,0,0,0.0,214.92999999999938,0.9747599561956722,1.0560265172626204,0,0.0
C-31798,Active,Ash Hill,45-59,English,No fixed abode,2,2024-12-10,,760.2,2024,12,12,3,21,0,6,4563.42,760.57,718.87,790.14,24.700141699998404,6,1,0,0,0,0,0.0,55.419999999999845,1.0004867140226257,1.0393843725335437,0,0.0
C-31799,Active,Calder Central,75+,English,Resident with family,2,2024-03-17,,605.29,2024,3,21,2,14,0,6,3546.9700000000003,591.1616666666667,472.1,637.48,64.58611009084434,6,1,0,0,0,0,0.0,95.05000000000007,0.9766585713735014,1.053181119793818,0,0.0
C-31800,Active,Ash Hill,60-74,English,No fixed abode,3,2021-10-09,,835.18,2021,10,50,3,9,2,6,5011.08,835.18,835.18,835.18,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,0,0.0
C-31801,Active,Weybridge,18-29,English,Resident with family,1,2023-10-05,,510.36,2023,10,26,1,8,0,6,3030.0,505.0,431.59,540.31,40.836345575969446,6,1,0,0,0,0,0.0,73.3599999999999,0.9894976095305275,1.0586840661493846,0,0.0
C-31802,Active,Calder Central,60-74,English,Resident with family,2,2022-07-18,,820.04,2022,7,41,4,4,1,6,8644.92,1440.82,1223.67,1563.15,125.67608332534874,6,1,0,0,0,0,0.0,3724.6800000000003,1.7570118530803376,1.906187503048632,3,0.5
C-31803,Active,Calder Central,18-29,English,Resident with family,4,2024-05-16,,1120.41,2024,5,19,4,12,0,6,6429.94,1071.6566666666665,811.4,1144.27,129.769158071811,6,1,0,0,0,0,0.0,66.87999999999965,0.9564861672661494,1.0212957756535552,0,0.0
C-31804,Active,Weybridge,45-59,English,No fixed abode,1,2022-06-23,,726.18,2022,6,42,4,21,4,6,4357.08,726.18,726.18,726.18,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,2,0.3333333333333333
C-31805,Active,Calder Central,18-29,English,Owner-occupier,2,2021-04-25,,978.06,2021,4,56,2,4,0,6,5667.54,944.59,758.28,1028.12,102.21017561867309,6,1,0,0,0,0,0.0,122.90000000000009,0.9657791955503754,1.0511829540110014,0,0.0
C-31806,Suspended,Weybridge,75+,Other,Resident with family,2,2021-08-24,,876.18,2021,8,52,4,10,1,6,5110.35,851.725,831.19,883.78,22.365190587160196,6,1,0,0,0,0,0.0,7.600000000000023,0.9720890684562534,1.0086740167545483,3,0.5
C-31807,Active,Northgate,60-74,English,Social tenancy,2,2023-05-09,,648.6,2023,5,31,2,3,1,6,3916.61,652.7683333333333,631.6,685.74,19.58157135335841,6,1,0,0,0,0,0.0,54.57999999999993,1.0064266625552472,1.0572617946345975,1,0.16666666666666666
C-31808,Closed,Weybridge,75+,English,Private tenancy,3,2023-12-27,2025-08,884.56,2023,12,24,6,23,0,6,5377.09,896.1816666666667,852.87,922.52,26.442620457637428,6,1,0,0,4,1,3582.25,106.68000000000018,1.0131383588073921,1.0429139911368364,0,0.0
C-31809,Active,Ash Hill,30-44,English,No fixed abode,1,2025-02-02,,647.89,2025,2,10,1,15,0,6,3862.77,643.795,614.45,675.36,19.652950669047122,6,1,0,0,0,0,0.0,27.470000000000027,0.9936794826282239,1.0423991726990693,0,0.0
C-31810,Active,Ash Hill,45-59,English,Owner-occupier,1,2021-09-09,,601.99,2021,9,51,5,21,0,6,3527.06,587.8433333333334,568.81,620.92,23.776692508981697,6,1,0,0,0,0,0.0,32.45999999999992,0.9765001633471209,1.0314457050781574,0,0.0
C-31811,Active,Northgate,18-29,English,No fixed abode,4,2023-07-21,,1387.56,2023,7,29,3,18,1,6,8231.630000000001,1371.9383333333335,1307.91,1435.61,41.75728650986146,6,1,0,0,0,0,0.0,48.47000000000003,0.9887416279896605,1.0346291331546023,2,0.3333333333333333
C-31812,Active,Calder Central,45-59,English,Owner-occupier,1,2024-09-20,,381.29,2024,9,15,1,12,0,6,2331.97,388.66166666666663,369.75,403.21,14.735670214369847,6,1,0,0,0,0,0.0,63.219999999999914,1.0193334906938725,1.0574890503291456,0,0.0
C-31813,Active,Calder Central,30-44,English,Owner-occupier,1,2025-03-24,,661.28,2025,3,9,3,13,2,6,3959.3999999999996,659.9,628.82,699.65,24.620400484151286,6,1,0,0,0,0,0.0,51.73000000000002,0.9979131381563029,1.0580238325671425,2,0.3333333333333333
C-31814,Active,Weybridge,45-59,English,Owner-occupier,1,2021-11-28,,687.65,2021,11,49,0,5,0,6,4129.68,688.2800000000001,657.23,712.9,20.776126684249867,6,1,0,0,0,0,0.0,50.460000000000036,1.0009161637460917,1.0367192612520904,0,0.0
C-31815,Active,Calder Central,45-59,English,Social tenancy,2,2025-06-17,,620.33,2025,6,6,2,9,1,6,3534.04,589.0066666666667,451.75,635.19,69.07174550180902,6,1,0,0,0,0,0.0,26.209999999999923,0.9495053707972637,1.0239549916979673,1,0.16666666666666666
C-31816,Active,Ash Hill,30-44,English,No fixed abode,2,2024-05-18,,652.02,2024,5,19,4,5,0,6,3694.09,615.6816666666667,467.75,665.94,74.4016584268568,6,1,0,0,0,0,0.0,19.920000000000073,0.9442680694866211,1.0213490383730561,0,0.0
C-31817,Closed,Ash Hill,30-44,English,Owner-occupier,1,2021-04-23,2025-09,713.49,2021,4,56,0,17,0,3,2068.9,689.6333333333333,671.62,721.87,27.9820126748119,3,1,0,0,0,0,0.0,8.379999999999995,0.9665634183146691,1.0117450840236022,0,0.0
C-31818,Active,Calder Central,45-59,English,Resident with family,3,2022-11-24,,1142.25,2022,11,37,0,22,1,6,6402.9,1067.1499999999999,846.26,1147.58,112.30600197674207,6,1,0,0,0,0,0.0,6.539999999999964,0.9342525716787042,1.0046662289341213,3,0.5
C-31819,Active,Weybridge,30-44,Other,Social tenancy,2,2025-08-16,,503.53,2025,8,4,5,16,4,7,3352.59,478.9414285714286,440.89,507.99,28.563382402749767,6,2,1,1,0,0,0.0,6.930000000000064,0.9511676137895033,1.0088574662880068,1,0.14285714285714285
C-31820,Active,Northgate,75+,English,Resident with family,1,2024-05-17,,480.28,2024,5,19,3,16,0,6,2920.7400000000002,486.79,463.16,506.73,15.657729081830494,6,1,0,0,0,0,0.0,59.19000000000017,1.0135545931539935,1.0550720413092365,0,0.0
C-31821,Active,Calder Central,45-59,English,Resident with family,2,2024-07-29,,757.3,2024,7,17,3,5,1,6,4662.64,777.1066666666667,743.29,800.32,22.37762870964366,6,1,0,0,0,0,0.0,132.85000000000036,1.026154320172543,1.0568070777763108,1,0.16666666666666666
C-31822,Active,Calder Central,60-74,Other,Social tenancy,3,2021-10-19,,1074.11,2021,10,50,6,12,1,6,6093.37,1015.5616666666666,768.38,1097.57,123.2981757231901,6,1,0,0,0,0,0.0,31.690000000000055,0.9454913059804553,1.021841338410405,3,0.5
